Lot Number,Image,Address,Town,Postcode,Description,Guide Price,Price,Auctioneer,Auction Date,Lease Details,Vendor
47,https://www.eigroup.co.uk/files/57/21129/fba67b1c-a491-4e35-b9f9-39508464c596.jpg,"Land R/O 47/49 Parkfield Road, Feltham, Middlesex, TW13 7LQ", Middlesex, TW13 7LQ,Freehold Site 0.059 Acre Planning Permission Detached Bungalow Vacant,"£150,000 Plus",150000,Allsop Residential,26 March 2015,,
48,https://www.eigroup.co.uk/files/57/21129/556d9549-9987-4768-b331-dc2256dfb67c.jpg,"Longwater Court, 17-18 Westbourne Street, Brixton, London, W2 2TZ", London, W2 2TZ,Head Leasehold Ground Rent(s) on 13 Self-Contained Flat,"£7,500 Plus",7500,Allsop Residential,26 March 2015,,
49,https://www.eigroup.co.uk/files/57/21129/f339bdfd-af74-481e-ba47-3dc760293a70.jpg,"Flat 5, 126 York Road, Southend-on-Sea, Essex, SS1 2EA", Essex, SS1 2EA,Leasehold Self-Contained 2nd Floor Studio Flat Assured Shorthold Tenancy,"£40,000 to £50,000",40000,Allsop Residential,26 March 2015,"99 Yr, commencing 29/09/1983 00:00:00 (GR.£25.PA)",Joint Fixed Charge Receivers
51,https://www.eigroup.co.uk/files/57/21129/b1a60cd9-519b-418a-a2f9-9b3e8ec7679c.jpg,"Flat 16, Crownstone Court, Crownstone Road, Brixton, London, SW2 1LS", London, SW2 1LS,Leasehold Self-Contained Purpose Built Ground Floor Flat Three Room(s) Assured Shorthold Tenancy,"£250,000 Plus",250000,Allsop Residential,26 March 2015,"90 Yr, commencing 01/01/1959 00:00:00 (GR.£40.PA.)",
52,https://www.eigroup.co.uk/files/57/21129/41114c5c-7c1c-4049-8b8a-c6535af7401c.jpg,"Flat 39, Bushey Court, Bushey Road, Raynes Park, London, SW20 0JF", London, SW20 0JF,Leasehold Self-Contained Purpose Built Ground Floor Flat Two Room(s) Assured Shorthold Tenancy,"£90,000 to £100,000",90000,Allsop Residential,26 March 2015,"90 Yr, commencing 05/05/1947 00:00:00 (GR.£13.PA.)",
53,https://www.eigroup.co.uk/files/57/21129/444538b7-c83b-4e24-8828-6ffe1b9e9ae1.jpg,"63 Lisson Street, Camden, London, NW1 5DA", London, NW1 5DA,Freehold Terrace Building 5 Floor Arranged As Lower Ground / Ground / 1st Floor Office Let Residential Upper Part Three Self-Contained Flat One Vacant & Ground Rent(s) on Two Flat,"£1,300,000 Plus",1300000,Allsop Residential,26 March 2015,"5 Yr, commencing 01/06/2013 00:00:00",
54,https://www.eigroup.co.uk/files/57/21129/1162618d-9e39-4b82-8df3-be78be4261ff.jpg,"Flat 55, Pelham Court, 145 Fulham Road, Chelsea, London, SW3 6SH", London, SW3 6SH,Leasehold Self-Contained Purpose Built 4th Floor Flat Three Room(s) Vacant,"£500,000 Plus",500000,Allsop Residential,26 March 2015,"60 Yr, commencing 25/03/1969 00:00:00 (GR.£300.PA.)",
55,https://www.eigroup.co.uk/files/57/21129/00258a70-45d1-47ed-b2ec-3c3d132ac6dd.jpg,"Accra, Temple Gardens, Staines-upon-Thames, Middlesex, TW18 3NQ", Middlesex, TW18 3NQ,Freehold Site 0.333 Acre Arranged As Bungalow & Annexe Planning Permission House 5 Bedroom Vacant,"£600,000 Plus",600000,Allsop Residential,26 March 2015,,
56,https://www.eigroup.co.uk/files/57/21129/a6ca2d84-7d35-4006-a5b8-a343b34031a4.jpg,"Flat C, 77 Holland Park, Battersea, London, W11 3SQ", London, W11 3SQ,Lower Ground & Lower Ground Floor Apartment Garden 5 Room(s) Vacant,"£4,750,000 Plus",4750000,Allsop Residential,26 March 2015,,
57,https://www.eigroup.co.uk/files/57/21129/4afe3bbe-5ff8-41dc-95bb-f30f4dadd333.jpg,"Roof Space, 24-26 Sandgate Road, Folkestone, Kent, CT20 2EE", Kent, CT20 2EE,Leasehold Roof Space Three Parking Space Development Potential Subject to Planning Permission Vacant,"£10,000 to £15,000",10000,Allsop Residential,26 March 2015,"999 Yr, commencing 16/10/2013 00:00:00",
58,https://www.eigroup.co.uk/files/57/21129/e54e7b40-55a6-4ef8-a232-fe094d6cf2d5.jpg,"Flat 3, 19 Gordon Road, Cliftonville, Margate, Kent, CT9 2DW", Kent, CT9 2DW,Leasehold Self-Contained 2nd Floor Flat Two Bedroom Assured Shorthold Tenancy,"£30,000 to £35,000",30000,Allsop Residential,26 March 2015,"99 Yr, commencing 01/01/1990 00:00:00 (GR.£50.PA.)",Joint Fixed Charge Receivers
59,https://www.eigroup.co.uk/files/57/21129/41aca18e-70fa-4993-8c02-117bb6da502a.jpg,"Flat 3, 17 Union Crescent, Margate, Kent, CT9 1NS", Kent, CT9 1NS,Leasehold Self-Contained 1st Floor Studio Flat Assured Shorthold Tenancy,"£26,000 to £32,000",26000,Allsop Residential,26 March 2015,"99 Yr, commencing 25/03/1990 00:00:00 (GR.£50.PA.)",Joint Fixed Charge Receivers
60,https://www.eigroup.co.uk/files/57/21129/cb1d4630-e92b-4846-95e0-f7940a7af6af.jpg,"57 Trevone Court, Doverfield Road, Brixton, London, SW2 5NF", London, SW2 5NF,Leasehold Self-Contained Purpose Built Flat Three Room(s) Garden Vacant,"£200,000 to £250,000",200000,Allsop Residential,26 March 2015,"125 Yr, commencing 24/12/2005 00:00:00 (GR.£150.PA.)",
61,https://www.eigroup.co.uk/files/57/21129/11759abb-5a16-44a9-ac13-bc6405c4dc4c.jpg,"59 Trevone Court, Doverfield Road, Brixton, London, SW2 5NF", London, SW2 5NF,Leasehold 1st Floor Self-Contained Purpose Built Flat Three Room(s) Assured Shorthold Tenancy,"£200,000 to £250,000",200000,Allsop Residential,26 March 2015,"125 Yr, commencing 24/12/2004 00:00:00 (GR.£150.PA.)",
62,https://www.eigroup.co.uk/files/57/21129/d591df56-6194-4a99-a51e-6127b3fe9e02.jpg,"232 Fencepiece Road, Ilford, Essex, IG6 2ST", Essex, IG6 2ST,Freehold Terrace Building Three Floor Arranged As HMO 6 Bed Sit Garden Assured Shorthold Tenancy,"£525,000 Plus",525000,Allsop Residential,26 March 2015,,
63,https://www.eigroup.co.uk/files/57/21129/a731a275-e6f7-4ff6-bdb8-fe4860d154ca.jpg,"120 Draycott Close, Cricklewood, London, NW2 1UN", London, NW2 1UN,Leasehold Self-Contained 2nd Floor Flat Two Room(s) Vacant,"£240,000 Plus",240000,Allsop Residential,26 March 2015,"99 Yr, commencing 08/06/2001 00:00:00 (GR.£300.PA.)",
64,https://www.eigroup.co.uk/files/57/21129/df0a8e46-70cf-4a89-b98f-7c94a7acece8.jpg,"335 Leysdown Road, Leysdown-on-Sea, Sheerness, Kent, ME12 4AR", Kent, ME12 4AR,Freehold Semi-Detached Bungalow 4 Room(s) Garden Garage/s Vacant,"£95,000 Plus",95000,Allsop Residential,26 March 2015,,East Thames Housing Group
64A,https://www.eigroup.co.uk/files/57/21129/efb3b95f-9e92-4afe-9a05-084d0dde13bf.jpg,"1 Lodge Farm Cottages, Wilsic, Doncaster, South Yorkshire, DN11 9AD", South Yorkshire, DN11 9AD,Freehold Semi-Detached House Two Floor 4 Room(s) Registered Rent,"£85,000 to £95,000",85000,Allsop Residential,26 March 2015,,
64B,https://www.eigroup.co.uk/files/57/21129/c9aa04cb-9f59-4c3a-90fd-068c69982c30.jpg,"2 Lodge Farm Cottages, Wilsic, Doncaster, South Yorkshire, DN11 9AD", South Yorkshire, DN11 9AD,Freehold Semi-Detached House 4 Room(s) Registered Rent,"£85,000 to £95,000",85000,Allsop Residential,26 March 2015,,
64C,https://www.eigroup.co.uk/files/57/21129/6deec25b-0cc5-4562-bc61-eca9f8a7afb6.jpg,"258 Walkden Road, Worsley, Manchester, Lancashire, M28 7FG", Lancashire, M28 7FG,Freehold Terrace House Two Floor 4 Room(s) Registered Rent,"£57,000 Plus",57000,Allsop Residential,26 March 2015,,
65,https://www.eigroup.co.uk/files/57/21129/8b426f5f-73be-4ce1-8162-3c039284dc69.jpg,"Flat 5, 260A Fulham Road, Chelsea, London, SW10 9EL", London, SW10 9EL,Leasehold Self-Contained 2nd & 3rd Floor Maisonette Two Bedroom Vacant,"£550,000 Plus",550000,Allsop Residential,26 March 2015,"150 Yr, commencing 25/03/2004 00:00:00 (GR.£200.PA.)",
66,https://www.eigroup.co.uk/files/57/21129/5c7fc4b8-0f43-453f-8760-747459e3d357.jpg,"St. Clements Court, 10 Mauncer Lane, Sheffield, South Yorkshire, S13 7JF", South Yorkshire, S13 7JF,Freehold Reversion Ground Rent(s) on Purpose Built Flat Arranged As 34 Self-Contained Flat Communal Gardens Garage/s Parking Space,"£90,000 Plus",90000,Allsop Residential,26 March 2015,"99 Yr, commencing 01/09/1974 00:00:00",
67,https://www.eigroup.co.uk/files/57/21129/8d8db861-80ca-4c62-a98d-3d7a3700d9d2.jpg,"Flat 4, 40 Valkyrie Road, Westcliff-on-Sea, Essex, SS0 8BU", Essex, SS0 8BU,Leasehold Self-Contained 1st Floor Flat One Bedroom Assured Shorthold Tenancy,"£40,000 to £50,000",40000,Allsop Residential,26 March 2015,"99 Yr, commencing 01/06/1984 00:00:00 (GR.£25.PA.)",Joint Fixed Charge Receivers
68,https://www.eigroup.co.uk/files/57/21129/a38eff70-8475-40dc-a8ad-4cda47e89c3e.jpg,"Flat 19, Leff House, 2-12 Winchester Avenue, Hampstead, London, NW6 7UB", London, NW6 7UB,Leasehold Self-Contained Purpose Built Ground Floor Flat One Bedroom Vacant,"£275,000 Plus",275000,Allsop Residential,26 March 2015,"125 Yr, commencing 16/07/1990 00:00:00 (GR.£10.PA.)",
69,https://www.eigroup.co.uk/files/57/21129/7b491359-b2d0-4397-87a3-be58ba6e580a.jpg,"73-77 Britannia Road, Fulham, London, SW6 2JR", London, SW6 2JR,Freehold Former Office Building Three Floor & Light Industrial Unit/s Planning Permission 11 Self-Contained Flat Vacant,"£5,700,000 Plus",5700000,Allsop Residential,26 March 2015,,
70,https://www.eigroup.co.uk/files/57/21129/66a6461a-962c-4b3f-a4fd-ceb0133cefc9.jpg,"3 Upper Sea Road, Bexhill-on-Sea, East Sussex, TN40 1RL", East Sussex, TN40 1RL,Freehold Detached Former Care Home Three Floor Planning Permission Conversion 6 Self-Contained Flat Vacant,"£300,000 Plus",300000,Allsop Residential,26 March 2015,,
71,https://www.eigroup.co.uk/files/57/21129/037b24f1-bbaf-4770-9aba-34d65e5c08a3.jpg,"81A Lime Grove, Shepherds Bush, London, W12 8EE", London, W12 8EE,Leasehold Self-Contained Purpose Built 1st Floor Flat Three Room(s) Assured Shorthold Tenancy,"£350,000 Plus",350000,Allsop Residential,26 March 2015,"125 Yr, commencing 25/03/2001 00:00:00 (GR.£10.PA.)",
72,https://www.eigroup.co.uk/files/57/21129/138d2828-7890-4be9-9824-f9ec6855b47b.jpg,"Car Parking Bay 28, Tower Court, Mackennal Street, St Johns Wood, London, NW8 7DL", London, NW8 7DL,Leasehold Parking Space Vacant,"£45,000 Plus",45000,Allsop Residential,26 March 2015,,
73,https://www.eigroup.co.uk/files/57/21129/81053830-5f2b-435c-9dbc-b34298ba3ebd.jpg,"Flat 3, 3 Norfolk Road, Cliftonville, Margate, Kent, CT9 2HU", Kent, CT9 2HU,Leasehold Self-Contained 2nd Floor Flat Two Bedroom Assured Shorthold Tenancy,"£35,000 to £40,000",35000,Allsop Residential,26 March 2015,"99 Yr, commencing 29/09/1989 00:00:00 (GR.£50.PA.)",Joint Fixed Charge Receivers
74,https://www.eigroup.co.uk/files/57/21129/b36a2ea1-49ec-40ab-8460-28a0e457097f.jpg,"Flat 21A, Abbotsbury Road, Morden, Surrey, SM4 5LJ", Surrey, SM4 5LJ,Leasehold 1st Floor Self-Contained Flat Three Room(s) Vacant,"£140,000 to £150,000",140000,Allsop Residential,26 March 2015,"150 Yr, commencing 26/03/2015 00:00:00 (GR.£50.PA.)",
75,https://www.eigroup.co.uk/files/57/21129/f8bddb0f-c1ad-4780-b14c-719afe5fcee5.jpg,"Flat 21C, Abbotsbury Road, Morden, Surrey, SM4 5LJ", Surrey, SM4 5LJ,Leasehold 2nd Floor Self-Contained Flat Three Room(s) Vacant,"£140,000 to £150,000",140000,Allsop Residential,26 March 2015,"150 Yr, commencing 26/03/2015 00:00:00 (GR.£50.PA.)",
76,https://www.eigroup.co.uk/files/57/21129/fecce727-f7c3-4d5d-b45e-2aa3c593da03.jpg,"Apartment 18, H Q, 11 Nuns Road, Chester, Cheshire, CH1 2LH", Cheshire, CH1 2LH,Leasehold 1st Floor Self-Contained Purpose Built Apartment Three Room(s) Allocated Parking Space Vacant,"£160,000 to £210,000",160000,Allsop Residential,26 March 2015,"299 Yr, commencing 26/03/2015 00:00:00",Joint Fixed Charge Receivers
77,https://www.eigroup.co.uk/files/57/21129/2de815f6-ae87-4931-a30d-3e60db6cf939.jpg,"Apartment 24, H Q, 11 Nuns Road, Chester, Cheshire, CH1 2LH", Cheshire, CH1 2LH,Leasehold 2nd Floor Purpose Built Self-Contained Apartment Three Room(s) Allocated Parking Space Vacant,"£160,000 to £210,000",160000,Allsop Residential,26 March 2015,"299 Yr, commencing 26/03/2015 00:00:00",Joint Fixed Charge Receivers
78,https://www.eigroup.co.uk/files/57/21129/5562ab68-334c-42a2-8032-d89ab5eadc1d.jpg,"Land at 61 Invicta Road, Blackheath, London, SE3 7HD", London, SE3 7HD,Long Leasehold Site 0.037 Acre Planning Permission House Two Floor Vacant,"£150,000 Plus",150000,Allsop Residential,26 March 2015,"500 Yr, commencing 29/09/1852 00:00:00",
79,https://www.eigroup.co.uk/files/57/21129/c7fee91d-db46-49ba-a202-d2075668e84c.jpg,"170 Ladbroke Grove, Kensal Rise, London, W10 5LZ", London, W10 5LZ,Leasehold Self-Contained Raised Ground Floor Flat Three Room(s) Garden Vacant,"£650,000 to £700,000",650000,Allsop Residential,26 March 2015,"125 Yr, commencing 24/06/2006 00:00:00 (GR.£400.PA)",
80,https://www.eigroup.co.uk/files/57/21129/f93437e0-94f2-4d2a-8778-d9db7b686686.jpg,"Minehead Hospital, The Avenue, Minehead, Somerset, TA24 5LY", Somerset, TA24 5LY,Freehold Detached Former Hospital Building Development Potential Subject to Planning Permission on Site 0.65 Acre Vacant,"£300,000 to £350,000",300000,Allsop Residential,26 March 2015,,NHS Property Services Ltd
81,https://www.eigroup.co.uk/files/57/21129/1b4ab316-5fca-4632-82b9-e2232d8f8e95.jpg,"Widmer Court, Vicarage Farm Road, Hounslow, Middlesex, TW3 4NL", Middlesex, TW3 4NL,Freehold Site & Long Leasehold Roof Space Planning Permission Three Self-Contained Flat,"£275,000 Plus",275000,Allsop Residential,26 March 2015,"999 Yr, commencing 26/03/2015 00:00:00",
82,https://www.eigroup.co.uk/files/57/21129/61cacf96-479b-48a8-8c9c-654cb38668ed.jpg,"12 Rodway Road, Bromley, Kent, BR1 3JL", Kent, BR1 3JL,Freehold Detached Building Two Floor Arranged As Two Self-Contained Flat Planning Permission Extension & Conversion House 7 Bedroom Vacant,"£850,000 Plus",850000,Allsop Residential,26 March 2015,,
83A,https://www.eigroup.co.uk/files/57/21129/1d30a873-8e1c-49f5-8285-6c4a3bd6c653.jpg,"Aston House, North Street, South Kirkby, Pontefract, West Yorkshire, WF9 3NL", West Yorkshire, WF9 3NL,Freehold Purpose Built Block 10 Self-Contained Apartment 8 Assured Shorthold Tenancy Two Vacant,"£1,000,000 Plus",1000000,Allsop Residential,26 March 2015,,
83B,https://www.eigroup.co.uk/files/57/21129/5e1a7a49-8383-4d04-b381-d3c7f19dd7f9.jpg,"Barlow House, North Street, South Kirkby, Pontefract, West Yorkshire, WF9 3NL", West Yorkshire, WF9 3NL,Freehold Purpose Built Block 10 Self-Contained Apartment 5 Assured Shorthold Tenancy 5 Vacant,"£1,000,000 Plus",1000000,Allsop Residential,26 March 2015,,
83C,https://www.eigroup.co.uk/files/57/21129/516373f0-c09c-4538-bcab-7219c399e51e.jpg,"Carlton House, North Street, South Kirkby, Pontefract, West Yorkshire, WF9 3NL", West Yorkshire, WF9 3NL,Freehold Purpose Built Block 11 Self-Contained Apartment Assured Shorthold Tenancy & House Three Bedroom Vacant,"£1,000,000 Plus",1000000,Allsop Residential,26 March 2015,,
83D,https://www.eigroup.co.uk/files/57/21129/ea06be14-d427-44f1-82c6-34a791074a41.jpg,"Denby House, North Street, South Kirkby, Pontefract, West Yorkshire, WF9 3NL", West Yorkshire, WF9 3NL,Freehold Purpose Built Block 8 Self-Contained Apartment Three Assured Shorthold Tenancy 5 Vacant,"£1,000,000 Plus",1000000,Allsop Residential,26 March 2015,,
84,https://www.eigroup.co.uk/files/57/21129/f57ac946-77a4-45c1-89c9-66b39e6967b8.jpg,"H Q, 11 Nuns Road, Chester, Cheshire, CH1 2LH", Cheshire, CH1 2LH,Freehold Building 9 Floor Arranged As Ground Rent(s) on 33 Self-Contained Apartment Office Hotel & Substation & One Apartment Vacant,"£160,000 to £210,000",160000,Allsop Residential,26 March 2015,,Joint Fixed Charge Receivers
85,https://www.eigroup.co.uk/files/57/21129/0a799e5f-e101-459c-a494-11396fdb5e26.jpg,"Flat 48, Ambleside Point, Tustin Estate, Peckham, London, SE15 1EB", London, SE15 1EB,Leasehold Self-Contained Purpose Built 11th Floor Flat Three Room(s) Vacant,"£145,000 Plus",145000,Allsop Residential,26 March 2015,"125 Yr, commencing 08/09/2003 00:00:00 (GR.£10.PA.)",
86,https://www.eigroup.co.uk/files/57/21129/d0a5dbc6-1102-452b-9d80-c0dc75edc481.jpg,"Flat 5, 104 Southwood Road, Eltham, London, SE9 3QS", London, SE9 3QS,Leasehold Self-Contained 2nd / 3rd Floor Maisonette Two Room(s),"£25,000 Plus",25000,Allsop Residential,26 March 2015,"125 Yr, commencing 26/06/2006 00:00:00 (GR.£400.PA.)",
87,https://www.eigroup.co.uk/files/57/21129/15367e13-2da5-4f6b-baa9-2ec1b1018de6.jpg,"100 Pirbright Road, Wandsworth, London, SW18 5NA", London, SW18 5NA,Freehold Link Detached Single Storey House Yards Planning Permission Extension Vacant,"£400,000 Plus",400000,Allsop Residential,26 March 2015,,
87A,https://www.eigroup.co.uk/files/57/21129/4a45c87f-94aa-4079-9739-cd41b7924d2e.jpg,"Flat 4B, 16 Cotmandene, Dorking, Surrey, RH4 2BT", Surrey, RH4 2BT,Leasehold Self-Contained Lower Ground Floor Studio Flat Vacant,"£85,000 Plus",85000,Allsop Residential,26 March 2015,"125 Yr, commencing 01/06/2014 00:00:00 (GR.£200.PA.)",
87B,https://www.eigroup.co.uk/files/57/21129/69802bd0-427e-4459-b938-8fae8f92dbb5.jpg,"Flat 4B, 17 Cotmandene, Dorking, Surrey, RH4 2BT", Surrey, RH4 2BT,Leasehold Self-Contained Lower Ground Floor Studio Flat Assured Shorthold Tenancy,"£85,000 Plus",85000,Allsop Residential,26 March 2015,"125 Yr, commencing 01/06/2014 00:00:00 (GR.£200.PA.)",
87C,https://www.eigroup.co.uk/files/57/21129/ee435951-e1d1-447b-a8a6-ed83a9de1376.jpg,"Tracey Court, Hibbert Street, Luton, Bedfordshire, LU1 3XH", Bedfordshire, LU1 3XH,Freehold Residential Ground Rent(s) on Purpose Built Block Arranged As 15 Self-Contained Flat & 7 Garage,"£125,000 Plus",125000,Allsop Residential,26 March 2015,"99 Yr, commencing 29/09/1973 00:00:00",
88,https://www.eigroup.co.uk/files/57/21129/addb2f5a-492b-4ff0-ab62-0d23b59732e2.jpg,"4 Murchison Road, Leyton, London, E10 6NB", London, E10 6NB,Freehold End of Terrace House Two Floor 4 Room(s) Garden Vacant,"£400,000 Plus",400000,Allsop Residential,26 March 2015,,East Thames Housing Group
89,https://www.eigroup.co.uk/files/57/21129/39ca6da5-49d9-41e5-885b-7b3bba41105a.jpg,"6 Kendal Road, Leicester, Leicestershire, LE4 7GP", Leicestershire, LE4 7GP,Freehold Semi-Detached House Two Floor 4 Room(s) Garden Vacant,"£80,000 to £90,000",80000,Allsop Residential,26 March 2015,,Mountview Estates plc
90,https://www.eigroup.co.uk/files/57/21129/fe16bce4-894d-4c6a-8110-870f17ee3777.jpg,"29 Meadow Cottages, Little Kingshill, Great Missenden, Buckinghamshire, HP16 0DX", Buckinghamshire, HP16 0DX,Leasehold Self-Contained 1st Floor Flat Three Room(s) Garden Vacant,"£135,000 Plus",135000,Allsop Residential,26 March 2015,"125 Yr, commencing 26/03/2015 00:00:00 (GR.£150.PA.)",Paradigm Housing Group
91,https://www.eigroup.co.uk/files/57/21129/83f33f3c-3ff3-48a7-adcf-80b5f7644d68.jpg,"44 Parkstone Road, Walthamstow, London, E17 3JB", London, E17 3JB,Freehold Terrace House Three Bedroom Yards Vacant,"£275,000 to £300,000",275000,Allsop Residential,26 March 2015,,Joint Fixed Charge Receivers
92,https://www.eigroup.co.uk/files/57/21129/06d5466c-88f3-4fce-905a-b8481d24d024.jpg,"Victoria Cottage, Pound Lane, Ventnor, Isle of Wight, PO38 1HA", Isle of Wight, PO38 1HA,Freehold Terrace House Two Floor Two Room(s) Yards Vacant,"£50,000 Plus",50000,Allsop Residential,26 March 2015,,Housing Association
93,https://www.eigroup.co.uk/files/57/21129/37b7cd50-d004-4610-94f5-2b4908490785.jpg,"Stockmead, Langford, Bristol, Avon, BS40 5JD", Avon, BS40 5JD,Freehold Detached Building Two Floor Arranged As Office Development Potential Conversion Residential Accommodation Subject to Planning Permission on Site 0.25 Acre Vacant,"£120,000 Plus",120000,Allsop Residential,26 March 2015,,NHS Property Services Ltd
94,https://www.eigroup.co.uk/files/57/21129/03efc7c1-2856-471d-acb5-e242dda2beaf.jpg,"13 Gladstone Street, Peterborough, Cambridgeshire, PE1 2BE", Cambridgeshire, PE1 2BE,Freehold End of Terrace House Two Floor 4 Room(s) Garden Yards Vacant,"£70,000 Plus",70000,Allsop Residential,26 March 2015,,Housing Association
95,https://www.eigroup.co.uk/files/57/21129/85a9b06d-e7e6-4a41-8ff2-4ea484f0a442.jpg,"Sunnydene, Stain Lane, Theddlethorpe, Mablethorpe, Lincolnshire, LN12 1QB", Lincolnshire, LN12 1QB,Freehold Detached Bungalow 4 Room(s) Garden Garage/s Vacant,"£70,000 to £80,000",70000,Allsop Residential,26 March 2015,,Mountview Estates plc
96,https://www.eigroup.co.uk/files/57/21129/afc27e39-e42f-492b-a65b-4cd551abe8ad.jpg,"Former Rose And Crown, 7 High Street, Southminster, Essex, CM0 7AA", Essex, CM0 7AA,Freehold Building Two Floor Arranged As 10 Self-Contained Flat Communal Gardens Development Potential Subject to Planning Permission Vacant,"£390,000 Plus",390000,Allsop Residential,26 March 2015,,Salvation Army
97,https://www.eigroup.co.uk/files/57/21129/333f0487-e512-45e9-ad56-8b94affe1773.jpg,"Flat A, 40 Effingham Road, Long Ditton, Surbiton, Surrey, KT6 5JY", Surrey, KT6 5JY,Leasehold Self-Contained Ground Floor Flat Three Room(s) Vacant,"£275,000 Plus",275000,Allsop Residential,26 March 2015,"125 Yr, commencing 26/03/2015 00:00:00",A2 Dominion Group
